iteration,rsme_in,rsme_out,rsme_tot,mape_in,mape_out,mape_tot,ape_in,ape_out,ape_tot,mae_tot
0,22.474962055683136,22.62097631394863,22.548089511692524,53.167755126953125,54.45698547363281,53.81211471557617,69410724.54879664,71037876.27338614,140448600.8221827,13.517275859277149
