iteration,rsme_in,rsme_out,rsme_tot,mape_in,mape_out,mape_tot,ape_in,ape_out,ape_tot,mae_tot

0,9.652232786640525,15.836999952793121,21.646022982895374,72.63739776611328,44.238983154296875,44.4112434387207,4873461.273868522,3621845.400121058,115861027.74867457,13.638979959556222

0,9.612043609842658,15.73004500195384,21.757772959768772,65.63317108154297,41.940345764160156,40.826419830322266,4403526.527599661,3433656.0567954257,106508861.82931128,13.384137958667841

