iteration,rsme_in,rsme_out,rsme_tot,mape_in,mape_out,mape_tot,ape_in,ape_out,ape_tot,mae_tot
0,3.5077230827882886,7.108531037345529,8.498733622953296,0.29859739542007446,0.6414729952812195,0.6832442283630371,25684.153366634524,55176.94348908656,1880637.8017190325,4.958269323754523
